Dates,AXISBANK.NS Y,RBLBANK.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of RBLBANK.NS X,Effective Margin of AXISBANK.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of AXISBANK.NS X,Effective Investment of AXISBANK.NS Y,Multiplier X,Multiplier Y
2024-03-07,1111.449951171875,255.8999938964844,0.8731163799613839,41.71434169074337,1069.7356094811316,,0.0122047370984863,,,,,,,,,,,,,,,
2024-03-11,1105.0999755859375,248.5500030517578,1.0701846796497108,51.0089165452514,1054.091059040686,,0.0119634241095644,,,,,,,,,,,,,,,
2024-03-12,1097.0,249.5500030517578,0.8530117832533227,40.514232791133736,1056.4857672088665,,0.0146227565808142,,,,,,,,,,,,,,,
2024-03-13,1080.4000244140625,230.4499969482422,1.369364781875209,65.02316166687103,1015.3768627471916,,0.0302381542393102,,,,,,,,,,,,,,,
2024-03-14,1058.25,225.5,1.124577139951752,53.35137362920966,1004.8986263707905,,0.0291380056725398,,,,,,,,,,,,,,,
2024-03-15,1046.4000244140625,224.1499938964844,0.9336295562997194,44.20852930823162,1002.1914951058308,,0.03216815600682,,,,,,,,,,,,,,,
2024-03-18,1061.3499755859375,224.4499969482422,1.2312878112629717,58.23536401811293,1003.1146115678246,,0.0426695531489126,,,,,,,,,,,,,,,
2024-03-19,1050.800048828125,228.0500030517578,0.8407413966822599,39.669885468809866,1011.1301633593152,,0.0351254389885632,,,,,,,,,,,,,,,
2024-03-20,1034.75,233.3000030517578,0.2580888233594055,12.134066515729955,1022.61593348427,,0.0092269768393522,,,,,,,,,,,,,,,
2024-03-21,1035.5999755859375,242.5,-0.1481429284796345,-6.939570677756819,1042.5395462636943,,0.0255109287742117,,,,,,,,,,,,,,,
2024-03-22,1033.300048828125,242.3999938964844,-0.1923967300590235,-8.99567540721523,1042.2957242353402,,0.0231532763093208,,,,,,,,,,,,,,,
2024-03-26,1040.550048828125,240.1000061035156,0.0685004832546503,3.198006731948226,1037.3520420961768,,0.0309225530127424,,,,,,,,,,,,,,,
