Dates,BEL.NS Y,HAL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of HAL.NS X,Effective Margin of BEL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of BEL.NS X,Effective Investment of BEL.NS Y,Multiplier X,Multiplier Y
2024-01-11,184.3500061035156,3020.449951171875,0.041986064132396,0.2310995032657388,184.1189066002499,,0.0250649612604064,,,,,,,,,,,,,,,
2024-01-12,183.5,3001.949951171875,0.0492152206615316,0.2709897400835359,183.2290102599165,,0.0241651877554303,,,,,,,,,,,,,,,
2024-01-15,188.6499938964844,3030.550048828125,0.7172772445664264,3.9503955316784527,184.69959836480592,,0.0263505290604324,,,,,,,,,,,,,,,
2024-01-16,186.8000030517578,2993.550048828125,0.6926155332578959,3.8185043438635375,182.98149870789427,,0.026398843506072,,,,,,,,,,,,,,,
2024-01-17,185.6499938964844,2958.300048828125,0.7813615140210557,4.311844443914367,181.33814945257,,0.0241051021313823,,,,,,,,,,,,,,,
2024-01-18,188.1999969482422,2967.60009765625,1.1440468819433889,6.319595467243175,181.880401480999,,0.0263425656852351,,,,,,,,,,,,,,,
2024-01-19,191.8500061035156,3028.14990234375,1.251306375729266,6.919099654141661,184.930906449374,,0.028918663786868,,,,,,,,,,,,,,,
2024-01-23,187.1000061035156,2890.5,1.5736742786985949,8.732808328364342,178.36719777515128,,0.0352541185574543,,,,,,,,,,,,,,,
2024-01-24,189.25,2931.449951171875,1.5800028980129863,8.780182726668897,180.4698172733311,,0.0363326140805499,,,,,,,,,,,,,,,
2024-01-25,189.6999969482422,2903.800048828125,1.8721774895007084,10.438347489966304,179.26164945827588,,0.0413847790100122,,,,,,,,,,,,,,,
2024-01-29,190.8999938964844,2976.949951171875,1.4271765262467055,7.964977598633993,182.9350162978504,,0.0346661953374339,,,,,,,,,,,,,,,
2024-01-30,187.8999938964844,3012.550048828125,0.5719458931580408,3.191309697486531,184.70868419899784,,0.0200762809638079,,,,,,,,,,,,,,,
2024-01-31,185.8999938964844,2999.39990234375,0.3258035176872172,1.8179961154646664,184.0819977810197,,0.016026850336301,,,,,,,,,,,,,,,
