Dates,ABBOTINDIA.NS Y,ZYDUSLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ZYDUSLIFE.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2024-02-15,29183.94921875,878.9500122070312,0.7891869641195067,785.6591714848946,28398.290047265105,,0.0056666475079015,,,,,,,,,,,,,,,
2024-02-16,29538.599609375,891.9000244140625,0.8905591417524997,881.7165036126098,28656.88310576239,,0.0056187081587031,,,,,,,,,,,,,,,
2024-02-19,29526.69921875,907.5499877929688,0.5762492179591214,567.0540777760834,28959.64514097392,,0.0085205359925517,,,,,,,,,,,,,,,
2024-02-20,29191.05078125,895.75,0.4639323240051753,455.3375936451048,28735.71318760489,,0.0096409065351119,,,,,,,,,,,,,,,
2024-02-21,29131.349609375,893.7999877929688,0.439571295365205,430.37319356364605,28700.976415811358,,0.0116273949314886,,,,,,,,,,,,,,,
2024-02-22,28855.80078125,904.2999877929688,-0.0382875115331278,-37.3961527595784,28893.19693400958,0.0,0.013667609770876,,,,,,,,,,,,,,,
2024-02-23,28707.80078125,923.25,-0.5428106138742937,-529.3588416731072,29237.159622923107,,0.0147073723257474,,,,,,,,,,,,,,,
2024-02-26,28458.599609375,942.5499877929688,-1.1419447975882109,-1113.2750485684046,29571.874657943405,,0.0155395651985118,,,,,,,,,,,,,,,
2024-02-27,28670.349609375,942.8499755859376,-0.902068474722742,-879.0153019649588,29549.36491133996,,0.016253404168334,,,,,,,,,,,,,,,
2024-02-28,28610.0,932.5999755859376,-0.742541943932252,-723.8671565206823,29333.86715652068,,0.0161770217214607,,,,,,,,,,,,,,,
2024-02-29,28434.19921875,941.9000244140624,-1.072696326241443,-1046.0225194634404,29480.22173821344,,0.0185015446645439,,,,,,,,,,,,,,,
2024-03-01,28216.650390625,925.3499755859376,-0.9507330544417548,-928.2757145402212,29144.92610516522,,0.0191699851306681,,,,,,,,,,,,,,,
2024-03-04,27606.0,946.25,-1.9246526154102144,-1884.3404279204697,29490.34042792047,,0.0306088244204158,,,,,,,,,,,,,,,
2024-03-05,27370.44921875,953.75,-2.242167708374988,-2205.1563080958003,29575.6055268458,,0.0350570103960882,,,,,,,,,,,,,,,
