Dates,COFORGE.NS Y,FSL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of FSL.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2022-11-14,4018.35009765625,110.5500030517578,1.082561987443857,568.4698857842259,3449.880211872024,,0.1731341670789605,1.0,10588.700012207031,105.8870001220703,53.20800109863281,52.6789990234375,35.0,8.258329219102942,874.44970703125,825.8329219102942,711.0,163.44970703125,5320.800109863281,5267.89990234375,36.0,1.0
2022-11-15,3972.300048828125,110.5,0.9907953339792802,520.5447264297263,3451.7553223983987,,0.1623719957583075,,,,,,,,,,,,,,,
2022-11-16,3944.449951171875,109.1999969482422,0.9834669554863258,516.8424892930357,3427.60746187884,,0.1620385839655258,,,,,,,,,,,,,,,
2022-11-17,3865.800048828125,106.25,0.9451268188004012,496.7553993254583,3369.0446495026667,,0.1666861017420554,,,,,,,,,,,,,,,
2022-11-18,3808.75,104.8000030517578,0.8881197452872595,466.90857152044464,3341.841428479556,,0.1623455509386734,,,,,,,,,,,,,,,
2022-11-21,3760.75,103.9499969482422,0.824462163035543,433.4889835144149,3327.261016485585,,0.1641967018328152,,,,,,,,,,,,,,,
2022-11-22,3807.85009765625,104.5,0.8861125480366805,466.0957867496263,3341.754310906624,,0.1669033672098313,Individual Breakup,,Lot COFORGE.NS Y,Lot  FSL.NS X,Total Profit,Total Trade,,,,,,,,,
2022-11-23,3874.35009765625,104.8000030517578,0.9939199060572588,523.0951644824863,3351.254933173764,,0.1741154329141858,Margin of FSL.NS X,Margin of COFORGE.NS Y,1,1,874.44970703125,1,,,,,,,,,
2022-11-24,3947.89990234375,107.5500030517578,1.01846969224325,536.3852210418268,3411.5146813019232,,0.178891921757983,1,1,,,,,,,,,,,,,
2022-11-25,3944.800048828125,109.1999969482422,0.9417499894193456,496.2498641827842,3448.550184645341,,0.1664047114717904,,,,,,,,,,,,,,,
2022-11-28,3979.39990234375,109.1999969482422,1.0007900647523005,527.5448644924204,3451.8550378513296,,0.1787873838946017,,,,,,,,,,,,,,,
2022-11-29,3977.75,109.0999984741211,0.9952801369589086,524.9250025818096,3452.8249974181904,,0.179372979180499,,,,,,,,,,,,,,,
2022-11-30,4036.300048828125,109.9000015258789,1.0683986628848363,563.8975396209075,3472.402509207217,,0.1922829929570527,,,,,,,,,,,,,,,
2022-12-01,4116.85009765625,112.3499984741211,1.1192747597065793,591.3737669712009,3525.476330685049,,0.1941173881930469,,,,,,,,,,,,,,,
2022-12-02,4237.5,113.5500030517578,1.2934052478413958,684.290520478733,3553.209479521267,,0.2144153471459761,,,,,,,,,,,,,,,
2022-12-05,4191.7998046875,113.5,1.202049607175922,636.6803703839296,3555.1194343035704,,0.2092885185170803,,,,,,,,,,,,,,,
